,Year,Area,Variable,Generation (TWh),Share of production (%),Kind of energy
6363,2012,Hungary,Other fossil,0.450445,1.30058196094595,Fossil
6364,2012,Hungary,Nuclear,15.793,45.5995535730655,Fossil
6366,2012,Hungary,Hydro,0.212939,0.614824500620212,Renewable
6368,2012,Hungary,Wind,0.769992,2.22321860665053,Renewable
6369,2012,Hungary,Solar,0.007908,0.0228329810457672,Renewable
6370,2012,Hungary,Bioenergy,1.654827,4.77802649532422,Renewable
6371,2012,Hungary,Other renewables,0.0,0.0,Renewable
6376,2012,Ireland,Coal,5.024359,18.5105195348105,Fossil
6377,2012,Ireland,Hard Coal,5.024359,18.5105195348105,Fossil
6378,2012,Ireland,Lignite,0.0,0.0,Fossil
6379,2012,Ireland,Gas,14.141945,52.1011235826731,Fossil
6380,2012,Ireland,Other fossil,2.72068999999999,10.0234448599639,Fossil
6381,2012,Ireland,Nuclear,0.0,0.0,Fossil
6383,2012,Ireland,Hydro,0.802349,2.95597843192249,Renewable
6385,2012,Ireland,Wind,4.010478,14.7752243346719,Renewable
6386,2012,Ireland,Solar,0.000646,0.00237996441326895,Renewable
6387,2012,Ireland,Bioenergy,0.442795999999999,1.63132929154464,Renewable
6388,2012,Ireland,Other renewables,0.0,0.0,Renewable
6393,2012,Italy,Coal,49.141,16.5747590694121,Fossil
6394,2012,Italy,Hard Coal,49.141,16.5747590694121,Fossil
6395,2012,Italy,Lignite,0.0,0.0,Fossil
6396,2012,Italy,Gas,129.142,43.5582819995934,Fossil
6397,2012,Italy,Other fossil,25.976961,8.76176451294265,Fossil
6398,2012,Italy,Nuclear,0.0,0.0,Fossil
6400,2012,Italy,Hydro,41.874893,14.1239751436155,Renewable
6402,2012,Italy,Wind,13.407127,4.52208745931116,Renewable
6403,2012,Italy,Solar,18.861732,6.36187020068417,Renewable
6404,2012,Italy,Bioenergy,12.485533,4.21124318447313,Renewable
6405,2012,Italy,Other renewables,5.591685,1.88601842996776,Renewable
6410,2012,Latvia,Coal,0.002,0.0324305795068897,Fossil
6411,2012,Latvia,Hard Coal,0.002,0.0324305795068897,Fossil
6412,2012,Latvia,Lignite,0.0,0.0,Fossil
6413,2012,Latvia,Gas,2.055,33.3224204433292,Fossil
6414,2012,Latvia,Other fossil,0.001,0.0162152897534448,Fossil
6415,2012,Latvia,Nuclear,0.0,0.0,Fossil
6417,2012,Latvia,Hydro,3.706957,60.1093818585608,Renewable
6419,2012,Latvia,Wind,0.114266,1.85285629896713,Renewable
6420,2012,Latvia,Solar,1e-05,0.000162152897534448,Renewable
6421,2012,Latvia,Bioenergy,0.287786,4.66653337698489,Renewable
6422,2012,Latvia,Other renewables,0.0,0.0,Renewable
6427,2012,Lithuania,Coal,0.0,0.0,Fossil
6428,2012,Lithuania,Hard Coal,0.0,0.0,Fossil
6429,2012,Lithuania,Lignite,0.0,0.0,Fossil
6430,2012,Lithuania,Gas,2.879,66.9287091848785,Fossil
6431,2012,Lithuania,Other fossil,0.24,5.57932969932992,Fossil
6432,2012,Lithuania,Nuclear,0.0,0.0,Fossil
6434,2012,Lithuania,Hydro,0.422531,9.82266565494821,Renewable
6436,2012,Lithuania,Wind,0.54013,12.5565139604127,Renewable
6437,2012,Lithuania,Solar,0.00231599999999999,0.0538405315985337,Renewable
6438,2012,Lithuania,Bioenergy,0.217614999999999,5.058940968832,Renewable
6439,2012,Lithuania,Other renewables,0.0,0.0,Renewable
6444,2012,Luxembourg,Coal,0.0,0.0,Fossil
6445,2012,Luxembourg,Hard Coal,0.0,0.0,Fossil
6446,2012,Luxembourg,Lignite,0.0,0.0,Fossil
6447,2012,Luxembourg,Gas,2.387707,86.641273449174,Fossil
6448,2012,Luxembourg,Other fossil,0.060091,2.18048561353395,Fossil
6449,2012,Luxembourg,Nuclear,0.0,0.0,Fossil
6451,2012,Luxembourg,Hydro,0.0983020000000001,3.56702495850651,Renewable
6453,2012,Luxembourg,Wind,0.077466,2.81096168374667,Renewable
6454,2012,Luxembourg,Solar,0.038277,1.38893424687955,Renewable
6455,2012,Luxembourg,Bioenergy,0.094011,3.4113200481593,Renewable
6456,2012,Luxembourg,Other renewables,0.0,0.0,Renewable
6461,2012,Malta,Coal,0.0,0.0,Fossil
6462,2012,Malta,Hard Coal,0.0,0.0,Fossil
6463,2012,Malta,Lignite,0.0,0.0,Fossil
6464,2012,Malta,Gas,0.0,0.0,Fossil
6465,2012,Malta,Other fossil,2.268,98.8812208953284,Fossil
6466,2012,Malta,Nuclear,0.0,0.0,Fossil
6468,2012,Malta,Hydro,0.0,0.0,Renewable
6470,2012,Malta,Wind,7.5e-05,0.00326988164336403,Renewable
6471,2012,Malta,Solar,0.01669,0.727657661703277,Renewable
6472,2012,Malta,Bioenergy,0.008896,0.387851561324886,Renewable
6473,2012,Malta,Other renewables,0.0,0.0,Renewable
6478,2012,Netherlands,Coal,24.212,23.4867277337755,Fossil
6479,2012,Netherlands,Hard Coal,24.212,23.4867277337755,Fossil
6480,2012,Netherlands,Lignite,0.0,0.0,Fossil
6481,2012,Netherlands,Gas,56.564321,54.8699325447249,Fossil
6482,2012,Netherlands,Other fossil,5.915932,5.7387198156092,Fossil
6483,2012,Netherlands,Nuclear,3.915,3.79772588293949,Fossil
6485,2012,Netherlands,Hydro,0.104388,0.101261049672615,Renewable
6487,2012,Netherlands,Wind,4.981829,4.83259794065864,Renewable
6488,2012,Netherlands,Solar,0.190643999999999,0.184933244757884,Renewable
6489,2012,Netherlands,Bioenergy,7.203895,6.98810178786167,Renewable
6490,2012,Netherlands,Other renewables,0.0,0.0,Renewable
6495,2012,Poland,Coal,134.573,83.260024857052,Fossil
6496,2012,Poland,Hard Coal,80.519,49.816931639073,Fossil
6497,2012,Poland,Lignite,54.054,33.443093217979,Fossil
6498,2012,Poland,Gas,6.26,3.87304849862264,Fossil
6499,2012,Poland,Other fossil,3.91801,2.42406433675535,Fossil
6500,2012,Poland,Nuclear,0.0,0.0,Fossil
6502,2012,Poland,Hydro,2.036754,1.260135306991,Renewable
6504,2012,Poland,Wind,4.74659,2.93670499569924,Renewable
6505,2012,Poland,Solar,0.001141,0.000705934239125949,Renewable
6506,2012,Poland,Bioenergy,10.094291,6.24531607064059,Renewable
6507,2012,Poland,Other renewables,0.0,0.0,Renewable
6512,2012,Portugal,Coal,13.087,28.7162275210821,Fossil
6513,2012,Portugal,Hard Coal,13.087,28.7162275210821,Fossil
6514,2012,Portugal,Lignite,0.0,0.0,Fossil
6515,2012,Portugal,Gas,10.67,23.4127109077669,Fossil
6516,2012,Portugal,Other fossil,2.444275,5.36336494415015,Fossil
6517,2012,Portugal,Nuclear,0.0,0.0,Fossil
6519,2012,Portugal,Hydro,5.62271499999999,12.3376758024147,Renewable
6521,2012,Portugal,Wind,10.259778,22.512578846473,Renewable
6522,2012,Portugal,Solar,0.392645,0.861563624590455,Renewable
6523,2012,Portugal,Bioenergy,2.950655,6.47449226837461,Renewable
6524,2012,Portugal,Other renewables,0.146466999999999,0.321386085147882,Renewable
6529,2012,Romania,Coal,22.901,38.9646035815652,Fossil
6530,2012,Romania,Hard Coal,0.944,1.6061563154883,Fossil
6531,2012,Romania,Lignite,21.957,37.3584472660769,Fossil
6532,2012,Romania,Gas,8.719,14.8348272401933,Fossil
6533,2012,Romania,Other fossil,0.762,1.29649482245983,Fossil
6534,2012,Romania,Nuclear,11.466,19.5086740607932,Fossil
6536,2012,Romania,Hydro,12.066294,20.5300363481341,Renewable
6538,2012,Romania,Wind,2.639875,4.49158040609076,Renewable
6539,2012,Romania,Solar,0.007998,0.0136080913255036,Renewable
6540,2012,Romania,Bioenergy,0.211689,0.360175449437926,Renewable
6541,2012,Romania,Other renewables,0.0,0.0,Renewable
6546,2012,Slovakia,Coal,3.416,12.0881842952687,Fossil
6547,2012,Slovakia,Hard Coal,1.292,4.57199476273045,Fossil
6548,2012,Slovakia,Lignite,2.124,7.5161895325383,Fossil
6549,2012,Slovakia,Gas,2.853,10.0958986517569,Fossil
6550,2012,Slovakia,Other fossil,1.021,3.61300824516083,Fossil
6551,2012,Slovakia,Nuclear,15.495,54.8320888920343,Fossil
6553,2012,Slovakia,Hydro,4.103,14.5192681977423,Renewable
6555,2012,Slovakia,Wind,0.006,0.0212321738207296,Renewable
6556,2012,Slovakia,Solar,0.424,1.50040694999823,Renewable
6557,2012,Slovakia,Bioenergy,0.941,3.32991259421777,Renewable
6558,2012,Slovakia,Other renewables,0.0,0.0,Renewable
6563,2012,Slovenia,Coal,5.145,33.0910047007878,Fossil
6564,2012,Slovenia,Hard Coal,0.434,2.79135005639298,Fossil
6565,2012,Slovenia,Lignite,4.711,30.2996546443948,Fossil
6566,2012,Slovenia,Gas,0.531,3.41522322567898,Fossil
6567,2012,Slovenia,Other fossil,0.01507,0.0969254501148441,Fossil
6568,2012,Slovenia,Nuclear,5.528,35.5543389671438,Fossil
6570,2012,Slovenia,Hydro,3.89886599999999,25.0762668870246,Renewable
6572,2012,Slovenia,Wind,0.0,0.0,Renewable
6573,2012,Slovenia,Solar,0.162806,1.04711644534819,Renewable
6574,2012,Slovenia,Bioenergy,0.267289999999999,1.71912432390157,Renewable
6575,2012,Slovenia,Other renewables,0.0,0.0,Renewable
6580,2012,Spain,Coal,55.074,18.7475347778105,Fossil
6581,2012,Spain,Hard Coal,55.074,18.7475347778105,Fossil
6582,2012,Spain,Lignite,0.0,0.0,Fossil
6583,2012,Spain,Gas,73.308,24.9545026599073,Fossil
6584,2012,Spain,Other fossil,16.953,5.77090745339402,Fossil
6585,2012,Spain,Nuclear,61.47,20.9247732649165,Fossil
6587,2012,Spain,Hydro,20.5449999999999,6.99364676635287,Renewable
6589,2012,Spain,Wind,49.472,16.8405788671214,Renewable
6590,2012,Spain,Solar,11.9676239999999,4.07385421701275,Renewable
6591,2012,Spain,Bioenergy,4.977,1.69420199348446,Renewable
6592,2012,Spain,Other renewables,0.0,0.0,Renewable
6597,2012,Sweden,Coal,0.483,0.290205126356393,Fossil
6598,2012,Sweden,Hard Coal,0.483,0.290205126356393,Fossil
6599,2012,Sweden,Lignite,0.0,0.0,Fossil
6600,2012,Sweden,Gas,0.915,0.549767475395652,Fossil
6601,2012,Sweden,Other fossil,2.69,1.61625629378612,Fossil
6602,2012,Sweden,Nuclear,64.037,38.4759123736736,Fossil
6604,2012,Sweden,Hydro,78.932,47.4254058665897,Renewable
6606,2012,Sweden,Wind,7.164,4.30440895490104,Renewable
6607,2012,Sweden,Solar,0.019,0.0114159366475599,Renewable
6608,2012,Sweden,Bioenergy,12.194,7.32662797264982,Renewable
6609,2012,Sweden,Other renewables,0.0,0.0,Renewable
6614,2012,United Kingdom,Coal,142.793,39.5644513954207,Fossil
6615,2012,United Kingdom,Hard Coal,142.793,39.5644513954207,Fossil
6616,2012,United Kingdom,Lignite,0.0,0.0,Fossil
6617,2012,United Kingdom,Gas,100.17,27.7546595160777,Fossil
6618,2012,United Kingdom,Other fossil,6.294895,1.74416159942558,Fossil
6619,2012,United Kingdom,Nuclear,70.405,19.5075052733298,Fossil
6621,2012,United Kingdom,Hydro,5.309565,1.47115073129163,Renewable
6623,2012,United Kingdom,Wind,19.847122,5.49915257546227,Renewable
6624,2012,United Kingdom,Solar,1.35375,0.375091048416594,Renewable
6625,2012,United Kingdom,Bioenergy,14.7348369999999,4.0826633119687,Renewable
6626,2012,United Kingdom,Other renewables,0.004203,0.00116454860682913,Renewable
6631,2013,Austria,Coal,4.211679,6.52153413038376,Fossil
6632,2013,Austria,Hard Coal,4.211679,6.52153413038376,Fossil
6633,2013,Austria,Lignite,0.0,0.0,Fossil
6634,2013,Austria,Gas,6.650205,10.2974464296896,Fossil
6635,2013,Austria,Other fossil,3.22782199999999,4.99809015354769,Fossil
6636,2013,Austria,Nuclear,0.0,0.0,Fossil
6638,2013,Austria,Hydro,42.0167199999999,65.0603888679023,Renewable
6640,2013,Austria,Wind,3.152433,4.88135477638445,Renewable
6641,2013,Austria,Solar,0.625974,0.969283462897539,Renewable
6642,2013,Austria,Bioenergy,4.695969,7.27142835641655,Renewable
6643,2013,Austria,Other renewables,0.000306,0.000473822778017373,Renewable
6648,2013,Belgium,Coal,3.008,3.68068789315785,Fossil
6649,2013,Belgium,Hard Coal,3.008,3.68068789315785,Fossil
6650,2013,Belgium,Lignite,0.0,0.0,Fossil
6651,2013,Belgium,Gas,20.924,25.603295703602,Fossil
6652,2013,Belgium,Other fossil,3.491089,4.27181150805736,Fossil
6653,2013,Belgium,Nuclear,42.644,52.1806032299945,Fossil
6655,2013,Belgium,Hydro,0.379999999999999,0.464980518417547,Renewable
6657,2013,Belgium,Wind,3.665,4.48461473684292,Renewable
6658,2013,Belgium,Solar,2.644,3.23528550183157,Renewable
6659,2013,Belgium,Bioenergy,4.967765,6.07872090809618,Renewable
6660,2013,Belgium,Other renewables,0.0,0.0,Renewable
6665,2013,Bulgaria,Coal,19.391598,45.0864430495175,Fossil
6666,2013,Bulgaria,Hard Coal,1.974,4.58964952654998,Fossil
6667,2013,Bulgaria,Lignite,17.4175979999999,40.4967935229675,Fossil
6668,2013,Bulgaria,Gas,2.339,5.43829292938217,Fossil
6669,2013,Bulgaria,Other fossil,0.226,0.525461394630342,Fossil
6670,2013,Bulgaria,Nuclear,14.171,32.9482894836574,Fossil
6672,2013,Bulgaria,Hydro,4.03613799999999,9.38422434690496,Renewable
6674,2013,Bulgaria,Wind,1.37351199999999,3.19348465071465,Renewable
6675,2013,Bulgaria,Solar,1.36085899999999,3.1640657877666,Renewable
6676,2013,Bulgaria,Bioenergy,0.111713,0.25973835742628,Renewable
6677,2013,Bulgaria,Other renewables,0.0,0.0,Renewable
6682,2013,Croatia,Coal,2.421,17.3573707705747,Fossil
6683,2013,Croatia,Hard Coal,2.404,17.235489191434,Fossil
6684,2013,Croatia,Lignite,0.017,0.121881579140756,Fossil
6685,2013,Croatia,Gas,2.021,14.4895689084393,Fossil
6686,2013,Croatia,Other fossil,0.23,1.64898607072788,Fossil
6687,2013,Croatia,Nuclear,0.0,0.0,Fossil
6689,2013,Croatia,Hydro,8.6217,61.8133182869329,Renewable
6691,2013,Croatia,Wind,0.517287,3.70869155464614,Renewable
6692,2013,Croatia,Solar,0.011283,0.0808935210261855,Renewable
6693,2013,Croatia,Bioenergy,0.125695,0.901170887652786,Renewable
6694,2013,Croatia,Other renewables,0.0,0.0,Renewable
6699,2013,Cyprus,Coal,0.0,0.0,Fossil
6700,2013,Cyprus,Hard Coal,0.0,0.0,Fossil
6701,2013,Cyprus,Lignite,0.0,0.0,Fossil
6702,2013,Cyprus,Gas,0.0,0.0,Fossil
6703,2013,Cyprus,Other fossil,3.963,92.3774285788211,Fossil
6704,2013,Cyprus,Nuclear,0.0,0.0,Fossil
6706,2013,Cyprus,Hydro,0.0,0.0,Renewable
6708,2013,Cyprus,Wind,0.23104,5.38553648721949,Renewable
6709,2013,Cyprus,Solar,0.047105,1.09801634448785,Renewable
6710,2013,Cyprus,Bioenergy,0.048864,1.13901858947149,Renewable
6711,2013,Cyprus,Other renewables,0.0,0.0,Renewable
6716,2013,Czech Republic,Coal,41.113,47.8429417452224,Fossil
6717,2013,Czech Republic,Hard Coal,5.267,6.12917505830484,Fossil
6718,2013,Czech Republic,Lignite,35.846,41.7137666869176,Fossil
6719,2013,Czech Republic,Gas,2.037,2.37044419855078,Fossil
6720,2013,Czech Republic,Other fossil,2.729875,3.17673851571861,Fossil
6721,2013,Czech Republic,Nuclear,30.745,35.7777647935413,Fossil
6723,2013,Czech Republic,Hydro,2.734507,3.18212874523637,Renewable
6725,2013,Czech Republic,Wind,0.480519,0.559176964086118,Renewable
6726,2013,Czech Republic,Solar,2.032654,2.36538678544969,Renewable
6727,2013,Czech Republic,Bioenergy,4.060706,4.72541825219457,Renewable
6728,2013,Czech Republic,Other renewables,0.0,0.0,Renewable
6733,2013,Denmark,Coal,14.292,41.1366044973948,Fossil
6734,2013,Denmark,Hard Coal,14.292,41.1366044973948,Fossil
6735,2013,Denmark,Lignite,0.0,0.0,Fossil
6736,2013,Denmark,Gas,3.418,9.83801526532994,Fossil
6737,2013,Denmark,Other fossil,1.06505199999999,3.06553476722357,Fossil
6738,2013,Denmark,Nuclear,0.0,0.0,Fossil
6740,2013,Denmark,Hydro,0.013419,0.0386238522075665,Renewable
6742,2013,Denmark,Wind,11.123273,32.0160706771306,Renewable
6743,2013,Denmark,Solar,0.517540999999999,1.4896361200802,Renewable
6744,2013,Denmark,Bioenergy,4.313495,12.4155148206332,Renewable
6745,2013,Denmark,Other renewables,0.0,0.0,Renewable
6750,2013,Estonia,Coal,0.013,0.0979316017067519,Fossil
6751,2013,Estonia,Hard Coal,0.013,0.0979316017067519,Fossil
6752,2013,Estonia,Lignite,0.0,0.0,Fossil
6753,2013,Estonia,Gas,0.089,0.670454811684686,Fossil
6754,2013,Estonia,Other fossil,11.953,90.0443411692927,Fossil
6755,2013,Estonia,Nuclear,0.0,0.0,Fossil
6757,2013,Estonia,Hydro,0.025532,0.19233766575206,Renewable
6759,2013,Estonia,Wind,0.529039,3.98535666425679,Renewable
6760,2013,Estonia,Solar,0.0,0.0,Renewable
6761,2013,Estonia,Bioenergy,0.665,5.00957808730692,Renewable
6762,2013,Estonia,Other renewables,0.0,0.0,Renewable
6767,2013,EU-27,Coal,728.913822,25.2297493921583,Fossil
6768,2013,EU-27,Hard Coal,402.887224,13.9450554894572,Fossil
6769,2013,EU-27,Lignite,326.026598,11.2846939027011,Fossil
6770,2013,EU-27,Gas,414.041377,14.3311319725449,Fossil
6771,2013,EU-27,Other fossil,132.997848,4.60342810557428,Fossil
6772,2013,EU-27,Nuclear,806.232671,27.9059713606315,Fossil
6774,2013,EU-27,Hydro,368.016339,12.7380764707046,Renewable
6776,2013,EU-27,Wind,209.437526,7.24921950278732,Renewable
6777,2013,EU-27,Solar,84.094245,2.91073740493943,Renewable
6778,2013,EU-27,Bioenergy,138.910818,4.80809256214066,Renewable
6779,2013,EU-27,Other renewables,6.459842,0.223593228518774,Renewable
6784,2013,EU27+1,Coal,859.170822,26.4809227843151,Fossil
6785,2013,EU27+1,Hard Coal,533.144224,16.4322980566111,Fossil
6786,2013,EU27+1,Lignite,326.026598,10.0486247277039,Fossil
6787,2013,EU27+1,Gas,509.884377,15.715394972137,Fossil
6788,2013,EU27+1,Other fossil,138.461958,4.2676035131499,Fossil
6789,2013,EU27+1,Nuclear,876.839671,27.0255029936006,Fossil
6791,2013,EU27+1,Hydro,372.7177,11.4877139461883,Renewable
6793,2013,EU27+1,Wind,237.834544,7.33041443428674,Renewable
6794,2013,EU27+1,Solar,86.1044,2.65386569167008,Renewable
6795,2013,EU27+1,Bioenergy,157.011667,4.83933313794914,Renewable
6796,2013,EU27+1,Other renewables,6.464598,0.199248526702921,Renewable
6801,2013,Finland,Coal,10.688,15.0604270749898,Fossil
6802,2013,Finland,Hard Coal,10.688,15.0604270749898,Fossil
6803,2013,Finland,Lignite,0.0,0.0,Fossil
6804,2013,Finland,Gas,6.788,9.5649493810845,Fossil
6805,2013,Finland,Other fossil,4.255776,5.9968005328866,Fossil
6806,2013,Finland,Nuclear,23.606,33.2631401134179,Fossil
6808,2013,Finland,Hydro,12.838601,18.0908321580643,Renewable
6810,2013,Finland,Wind,0.773692,1.09020695588539,Renewable
6811,2013,Finland,Solar,0.006452,0.00909149284130189,Renewable
6812,2013,Finland,Bioenergy,12.010922,16.92455229083,Renewable
6813,2013,Finland,Other renewables,0.0,0.0,Renewable
6818,2013,France,Coal,23.830994,4.13582986417253,Fossil
6819,2013,France,Hard Coal,23.830994,4.13582986417253,Fossil
6820,2013,France,Lignite,0.0,0.0,Fossil
6821,2013,France,Gas,18.393269,3.19212162236954,Fossil
6822,2013,France,Other fossil,11.01585,1.91178267298649,Fossil
6823,2013,France,Nuclear,423.684671,73.5297787122901,Fossil
6825,2013,France,Hydro,71.922175,12.4819753326799,Renewable
6827,2013,France,Wind,16.126736,2.79876854320161,Renewable
6828,2013,France,Solar,5.19359,0.901339013566443,Renewable
6829,2013,France,Bioenergy,5.537269,0.960983939493115,Renewable
6830,2013,France,Other renewables,0.503723,0.0874202992401652,Renewable
6835,2013,Germany,Coal,288.2,45.5364196555538,Fossil
6836,2013,Germany,Hard Coal,127.3,20.1137620477168,Fossil
6837,2013,Germany,Lignite,160.9,25.4226576078369,Fossil
6838,2013,Germany,Gas,67.5,10.6651919734555,Fossil
6839,2013,Germany,Other fossil,27.5999999999999,4.36087849581292,Fossil
6840,2013,Germany,Nuclear,97.3,15.373676726181,Fossil
6842,2013,Germany,Hydro,23.0,3.63406541317743,Renewable
6844,2013,Germany,Wind,52.6999999999999,8.32674988149786,Renewable
6845,2013,Germany,Solar,31.0,4.89808816558698,Renewable
6846,2013,Germany,Bioenergy,45.5,7.18912940432927,Renewable
6847,2013,Germany,Other renewables,0.1,0.0158002844051192,Renewable
6852,2013,Greece,Coal,26.406,46.2334166332061,Fossil
6853,2013,Greece,Hard Coal,0.003,0.00525260357114361,Fossil
6854,2013,Greece,Lignite,26.403,46.2281640296349,Fossil
6855,2013,Greece,Gas,10.876,19.0424388132526,Fossil
6856,2013,Greece,Other fossil,5.483,9.60000846019348,Fossil
6857,2013,Greece,Nuclear,0.0,0.0,Fossil
6859,2013,Greece,Hydro,6.34588699999999,11.1108095727579,Renewable
6861,2013,Greece,Wind,4.139136,7.2470801783497,Renewable
6862,2013,Greece,Solar,3.648101,6.3873427801642,Renewable
6863,2013,Greece,Bioenergy,0.216409,0.378903562075873,Renewable
6864,2013,Greece,Other renewables,0.0,0.0,Renewable
6869,2013,Hungary,Coal,6.3,20.8193738880636,Fossil
6870,2013,Hungary,Hard Coal,0.047,0.155319138529998,Fossil
6871,2013,Hungary,Lignite,6.253,20.6640547495336,Fossil
6872,2013,Hungary,Gas,5.541,18.3111350339302,Fossil
6873,2013,Hungary,Other fossil,0.261983,0.865765401478823,Fossil
6874,2013,Hungary,Nuclear,15.37,50.7926629618315,Fossil
6876,2013,Hungary,Hydro,0.213125,0.704306199983106,Renewable
6878,2013,Hungary,Wind,0.71751,2.37112840609913,Renewable
6879,2013,Hungary,Solar,0.02462,0.081360791289544,Renewable
6880,2013,Hungary,Bioenergy,1.832038,6.05426731732387,Renewable
6881,2013,Hungary,Other renewables,0.0,0.0,Renewable
6886,2013,Ireland,Coal,4.282551,16.744620270747,Fossil
6887,2013,Ireland,Hard Coal,4.282551,16.744620270747,Fossil
6888,2013,Ireland,Lignite,0.0,0.0,Fossil
6889,2013,Ireland,Gas,13.133027,51.3496628809482,Fossil
6890,2013,Ireland,Other fossil,2.532514,9.90203858876417,Fossil
6891,2013,Ireland,Nuclear,0.0,0.0,Fossil
6893,2013,Ireland,Hydro,0.599497,2.34401169266916,Renewable
6895,2013,Ireland,Wind,4.541514,17.7571562800492,Renewable
6896,2013,Ireland,Solar,0.000699,0.00273306484131821,Renewable
6897,2013,Ireland,Bioenergy,0.485880999999999,1.89977722198073,Renewable
6898,2013,Ireland,Other renewables,0.0,0.0,Renewable
6903,2013,Italy,Coal,45.105,15.711774855871,Fossil
6904,2013,Italy,Hard Coal,45.105,15.711774855871,Fossil
6905,2013,Italy,Lignite,0.0,0.0,Fossil
6906,2013,Italy,Gas,108.907,37.9364208896652,Fossil
6907,2013,Italy,Other fossil,21.064767,7.33765384093521,Fossil
6908,2013,Italy,Nuclear,0.0,0.0,Fossil
6910,2013,Italy,Hydro,52.7733949999999,18.3829664254506,Renewable
6912,2013,Italy,Wind,14.896962,5.18917443699072,Renewable
6913,2013,Italy,Solar,21.588622,7.52013232041913,Renewable
6914,2013,Italy,Bioenergy,17.082714,5.95055440184539,Renewable
6915,2013,Italy,Other renewables,5.659228,1.97132282882255,Renewable
6920,2013,Latvia,Coal,0.001,0.0161071291603305,Fossil
6921,2013,Latvia,Hard Coal,0.001,0.0161071291603305,Fossil
6922,2013,Latvia,Lignite,0.0,0.0,Fossil
6923,2013,Latvia,Gas,2.67,43.0060348580825,Fossil
6924,2013,Latvia,Other fossil,0.004,0.0644285166413221,Fossil
6925,2013,Latvia,Nuclear,0.0,0.0,Fossil
6927,2013,Latvia,Hydro,2.91200799999999,46.9040889719157,Renewable
6929,2013,Latvia,Wind,0.120055,1.93374139134348,Renewable
6930,2013,Latvia,Solar,6.7e-05,0.00107917765374214,Renewable
6931,2013,Latvia,Bioenergy,0.501300999999999,8.07451995520285,Renewable
6932,2013,Latvia,Other renewables,0.0,0.0,Renewable
6937,2013,Lithuania,Coal,0.0,0.0,Fossil
6938,2013,Lithuania,Hard Coal,0.0,0.0,Fossil
6939,2013,Lithuania,Lignite,0.0,0.0,Fossil
6940,2013,Lithuania,Gas,2.219,55.812020888133,Fossil
6941,2013,Lithuania,Other fossil,0.231542,5.82371651215867,Fossil
6942,2013,Lithuania,Nuclear,0.0,0.0,Fossil
6944,2013,Lithuania,Hydro,0.521228,13.1098639132401,Renewable
6946,2013,Lithuania,Wind,0.602721,15.1595660395297,Renewable
6947,2013,Lithuania,Solar,0.04478,1.1263011696127,Renewable
6948,2013,Lithuania,Bioenergy,0.356575,8.96853147732583,Renewable
6949,2013,Lithuania,Other renewables,0.0,0.0,Renewable
6954,2013,Luxembourg,Coal,0.0,0.0,Fossil
6955,2013,Luxembourg,Hard Coal,0.0,0.0,Fossil
6956,2013,Luxembourg,Lignite,0.0,0.0,Fossil
6957,2013,Luxembourg,Gas,1.420855,76.7954594712625,Fossil
6958,2013,Luxembourg,Other fossil,0.059155,3.19725475507531,Fossil
6959,2013,Luxembourg,Nuclear,0.0,0.0,Fossil
6961,2013,Luxembourg,Hydro,0.119194999999999,6.44234266809571,Renewable
6963,2013,Luxembourg,Wind,0.083027,4.48750689797376,Renewable
6964,2013,Luxembourg,Solar,0.073738,3.98544791023148,Renewable
6965,2013,Luxembourg,Bioenergy,0.094211,5.09198829736117,Renewable
6966,2013,Luxembourg,Other renewables,0.0,0.0,Renewable
6971,2013,Malta,Coal,0.0,0.0,Fossil
6972,2013,Malta,Hard Coal,0.0,0.0,Fossil
6973,2013,Malta,Lignite,0.0,0.0,Fossil
6974,2013,Malta,Gas,0.0,0.0,Fossil
6975,2013,Malta,Other fossil,2.216,98.4255902981504,Fossil
6976,2013,Malta,Nuclear,0.0,0.0,Fossil
6978,2013,Malta,Hydro,0.0,0.0,Renewable
6980,2013,Malta,Wind,8.5e-05,0.00377534980836768,Renewable
6981,2013,Malta,Solar,0.02947,1.30893598650112,Renewable
6982,2013,Malta,Bioenergy,0.005892,0.261698365540028,Renewable
6983,2013,Malta,Other renewables,0.0,0.0,Renewable
6988,2013,Netherlands,Coal,24.614,24.2485195241466,Fossil
6989,2013,Netherlands,Hard Coal,24.614,24.2485195241466,Fossil
6990,2013,Netherlands,Lignite,0.0,0.0,Fossil
6991,2013,Netherlands,Gas,56.0700209999999,55.2374664393357,Fossil
6992,2013,Netherlands,Other fossil,5.82637299999999,5.73986021960919,Fossil
6993,2013,Netherlands,Nuclear,2.891,2.84807304559632,Fossil
6995,2013,Netherlands,Hydro,0.114312,0.112614640604706,Renewable
6997,2013,Netherlands,Wind,5.627147,5.54359242279771,Renewable
6998,2013,Netherlands,Solar,0.409997999999999,0.403910153077966,Renewable
6999,2013,Netherlands,Bioenergy,5.95437699999999,5.86596355483178,Renewable
7000,2013,Netherlands,Other renewables,0.0,0.0,Renewable
7005,2013,Poland,Coal,137.718,84.0202832497148,Fossil
7006,2013,Poland,Hard Coal,81.568,49.7637670029534,Fossil
7007,2013,Poland,Lignite,56.15,34.2565162467614,Fossil
7008,2013,Poland,Gas,5.27,3.21517080356959,Fossil
7009,2013,Poland,Other fossil,3.856127,2.35258196304675,Fossil
7010,2013,Poland,Nuclear,0.0,0.0,Fossil
